left_authors,right_authors,left_title,right_title,left_keywords,right_keywords,label,id
['tombe r'],"['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,52
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,53
"['khemasuwan d', 'sorensen js', 'colt hg']","['vo tt', 'ko h', 'huh jh', 'kim y']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']",0,54
"['adane f', 'alamneh ym', 'desta m']","['alhasan as', 'aalam wa']","['computer', 'vision', 'syndrome', 'and', 'predictors', 'among', 'computer', 'users', 'in', 'ethiopia:', 'a', 'systematic', 'review', 'and', 'meta-analysis']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']",1,55
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']",1,56
['tombe r'],"['bhargava a', 'bansal a']","['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']",0,57
"['vinitha v', 'velantina v']","['sood s', 'singh h']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['computer vision', 'deep learning', 'opencv']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,58
"['meske c', 'bunde e']","['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['transparency', 'and', 'trust', 'in', 'human-ai-interaction:', 'the', 'role', 'of', 'model-agnostic', 'explanations', 'in', 'computer', 'vision-based', 'decision', 'support']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['artificial intelligence', 'computer vision', 'deep learning', 'explainability', 'healthcare', 'trust']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']",0,59
"['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['vij r', 'arora s']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']",0,60
"['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']",0,61
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,62
"['sood s', 'singh h']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,63
"['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,64
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']",1,65
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']",0,66
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['covid-19', 'computer vision', 'radiology']",0,67
"['khemasuwan d', 'sorensen js', 'colt hg']",['tombe r'],"['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']",0,68
"['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']",0,69
"['khan aa', 'laghari aa', 'awan sa']","['bhargava a', 'bansal a']","['machine', 'learning', 'in', 'computer', 'vision:', 'a', 'review']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['computer vision', 'feature extraction', 'machine learning', 'medical imaging', 'neural network', 'pattern recognition', 'supervised and unsupervised learning']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']",0,70
"['vinitha v', 'velantina v']","['luo c', 'pearson p', 'xu g', 'rich sm']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision', 'deep learning', 'opencv']","['computer vision', 'medical entomology', 'ticks']",0,71
"['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['vij r', 'arora s']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']",0,72
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer vision syndrome', 'dry eye disease']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']",1,73
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['tripathi mk', 'maktedar dd']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']",0,74
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,75
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['tripathi mk', 'maktedar dd']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']",1,76
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']",0,77
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['shao h', 'pu j', 'mu j']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']",0,78
