Authors_l,Title_l,Keywords_l,Authors_raw_l,Title_raw_l,Keywords_raw_l,Authors_r,Title_r,Keywords_r,Authors_raw_r,Title_raw_r,Keywords_raw_r
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","Paul A,Ghosh S,Das AK,Goswami S,Das Choudhury S,Sen S",A Review on Agricultural Advancement Based on Computer Vision and Machine Learning,"Agriculture,Computer vision,Machine learning,Plant phenotyping","['vo tt', 'ko h', 'huh jh', 'kim y']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Vo TT,Ko H,Huh JH,Kim Y",Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"AI,Application,Artificial intelligent,Machine learning,Smart aquaculture"
"['vinitha v', 'velantina v']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision', 'deep learning', 'opencv']","Vinitha V,Velantina V",Covid-19 Facemask Detection With Deep Learning and Computer Vision,"computer vision,deep learning,opencv","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Review on Computer Vision Technology for Physical Exercise Monitoring,"computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","Kakani V,Nguyen H,Kumar BP,Kim H,Pasupuleti VR",A critical review on computer vision and artificial intelligence in food industry,"Artificial intelligence,Autonomous navigation,Computer vision,Sustainable food supply"
"['khemasuwan d', 'sorensen js', 'colt hg']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","Khemasuwan D,Sorensen JS,Colt HG","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19","artificial intelligent,deep learning,machine learning,pulmonary specialist","['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']","Alguliyev R,Imamverdiyev Y,Sukhostat L,Bayramov R",Plant disease detection based on a deep model,"Deep learning,Machine learning,Plant disease identification,Plant leaves"
"['luo c', 'pearson p', 'xu g', 'rich sm']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision', 'medical entomology', 'ticks']","Luo C,Pearson P,Xu G,Rich SM",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Computer vision,Medical entomology,Ticks","['vij r', 'arora s']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Vij R,Arora S",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages"
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['covid-19', 'computer vision', 'radiology']","Punia R,Kumar L,Mujahid M,Rohilla R",Computer vision and radiology for COVID-19 detection,"COVID-19,Computer Vision,Radiology","['gazzah s', 'bencharef o']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Gazzah S,Bencharef O",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning"
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['computer vision syndrome', 'dry eye disease']","Abudawood GA,Ashi HM,Almarzouki NK","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia","computer vision syndrome,dry eye disease","['alhasan as', 'aalam wa']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Alhasan AS,Aalam WA",Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['bhargava a', 'bansal a']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","Bhargava A,Bansal A",Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,"COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning"
"['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']","Su WH,Zhang J,Yang C,Page R,Szinyei T,Hirsch CD,Steffenson BJ",Automatic evaluation of wheat resistance to fusarium head blight using dual mask-rcnn deep learning frameworks in computer vision,"Computer vision,Deep learning,Fusarium head blight,Target recognition,Wheat spike","['vij r', 'arora s']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Vij R,Arora S",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['vinitha v', 'velantina v']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision', 'deep learning', 'opencv']","Vinitha V,Velantina V",Covid-19 Facemask Detection With Deep Learning and Computer Vision,"computer vision,deep learning,opencv"
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,"anemia,artificial neural network,computer vision,deep learning","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning"
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['covid-19', 'computer vision', 'radiology']","Punia R,Kumar L,Mujahid M,Rohilla R",Computer vision and radiology for COVID-19 detection,"COVID-19,Computer Vision,Radiology","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"agriculture,computer vision,deep learning model,wheat disease"
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","Paul A,Ghosh S,Das AK,Goswami S,Das Choudhury S,Sen S",A Review on Agricultural Advancement Based on Computer Vision and Machine Learning,"Agriculture,Computer vision,Machine learning,Plant phenotyping","['vinitha v', 'velantina v']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision', 'deep learning', 'opencv']","Vinitha V,Velantina V",Covid-19 Facemask Detection With Deep Learning and Computer Vision,"computer vision,deep learning,opencv"
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","Tian H,Wang T,Liu Y,Qiao X,Li Y",Computer vision technology in agricultural automation —A review,"Agricultural automation,Computer vision,Image processing,Intelligent detection","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision-based', 'platform', 'for', 'apple', 'leaves', 'segmentation', 'in', 'field', 'conditions', 'to', 'support', 'digital', 'phenotyping']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing"
"['gazzah s', 'bencharef o']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Gazzah S,Bencharef O",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","['vinitha v', 'velantina v']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision', 'deep learning', 'opencv']","Vinitha V,Velantina V",Covid-19 Facemask Detection With Deep Learning and Computer Vision,"computer vision,deep learning,opencv"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['gazzah s', 'bencharef o']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Gazzah S,Bencharef O",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning"
"['meske c', 'bunde e']","['transparency', 'and', 'trust', 'in', 'human-ai-interaction:', 'the', 'role', 'of', 'model-agnostic', 'explanations', 'in', 'computer', 'vision-based', 'decision', 'support']","['artificial intelligence', 'computer vision', 'deep learning', 'explainability', 'healthcare', 'trust']","Meske C,Bunde E",Transparency and trust in human-AI-interaction: The role of model-agnostic explanations in computer vision-based decision support,"Artificial Intelligence,Computer Vision,Deep learning,Explainability,Healthcare,Trust","['vij r', 'arora s']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Vij R,Arora S",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages"
