Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Flag,Pair of Article,Authors_l_raw,Authors_r_raw,Title_l_raw,Title_r_raw,Keywords_l_raw,Keywords_r_raw,Sim_Prefix,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'approach', 'combat', 'lyme', 'disease']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,800,"Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",A Computer Vision Approach to Combat Lyme Disease,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.782609,0,0.157895,0,0.052632
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['sood s', 'singh h']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,823,"Singh U,Srivastava A,Chauhan D,Singh A","Sood S,Singh H",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer Vision and Machine Learning based approaches for Food Security: A Review,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",0.740741,0,0.095238,0,0.031746
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,830,"Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Adane F,Alamneh YM,Desta M",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"agriculture,computer vision,deep learning model,wheat disease","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.76,0,0.1,0,0.033333
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,864,"Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.869565,0,0.142857,0,0.047619
"['vij r', 'arora s']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'deep', 'learning', 'techniques', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging', ':', 'survey']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,868,"Vij R,Arora S","Adane F,Alamneh YM,Desta M",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.869565,0,0.15,0,0.050000
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'integrated', 'anemia', 'sickle', 'cell', 'disease', 'screening']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,888,"An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Adane F,Alamneh YM,Desta M",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"anemia,artificial neural network,computer vision,deep learning","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.782609,0,0.090909,0,0.030303
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['vij r', 'arora s']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', 'deep', 'learning', 'techniques', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging', ':', 'survey']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']",0,891,"Singh U,Srivastava A,Chauhan D,Singh A","Vij R,Arora S",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0.730769,0,0.086957,0,0.028986
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,924,"Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Adane F,Alamneh YM,Desta M","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research",Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.833333,0,0.125,0,0.041667
"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['sood s', 'singh h']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,925,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Sood S,Singh H",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,Computer Vision and Machine Learning based approaches for Food Security: A Review,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",1,0,0.136364,0,0.045455
"['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'based', 'food', 'recognition', 'approach', 'controlling', 'inflammation', 'enhance', 'quality', 'life', 'psoriasis', 'patients']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,934,"Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F","Adane F,Alamneh YM,Desta M",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.76,0,0.090909,0,0.030303
"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,941,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Adane F,Alamneh YM,Desta M",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.875,0,0.130435,0,0.043478
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'radiology', 'covid-19', 'detection']","['computer vision syndrome', 'dry eye disease']","['covid-19', 'computer vision', 'radiology']",0,953,"Abudawood GA,Ashi HM,Almarzouki NK","Punia R,Kumar L,Mujahid M,Rohilla R","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer vision and radiology for COVID-19 detection,"computer vision syndrome,dry eye disease","COVID-19,Computer Vision,Radiology",0.666667,0,0.117647,0,0.039216
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']",1,984,"Singh U,Srivastava A,Chauhan D,Singh A","Tian H,Wang T,Liu Y,Qiao X,Li Y",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer vision technology in agricultural automation â€”A review,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Agricultural automation,Computer vision,Image processing,Intelligent detection",0.62963,0,0.111111,0,0.037037
"['abudawood ga', 'ashi hm', 'almarzouki nk']",['tombe r'],"['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'smart', 'farming', 'sustainable', 'agriculture']","['computer vision syndrome', 'dry eye disease']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']",0,985,"Abudawood GA,Ashi HM,Almarzouki NK",Tombe R,"Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer Vision for Smart Farming and Sustainable Agriculture,"computer vision syndrome,dry eye disease","big data processing,computer vision,deep learning,drones,machine learning,remote sensing images",0.68,0,0.111111,0,0.037037
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'approach', 'combat', 'lyme', 'disease']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']",0,986,"Abudawood GA,Ashi HM,Almarzouki NK","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",A Computer Vision Approach to Combat Lyme Disease,"computer vision syndrome,dry eye disease","Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease",0.791667,0,0.111111,0,0.037037
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer', 'vision', 'based', 'food', 'recognition', 'approach', 'controlling', 'inflammation', 'enhance', 'quality', 'life', 'psoriasis', 'patients']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,990,"Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0.833333,0,0.074074,0,0.024691
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,1024,"Abudawood GA,Ashi HM,Almarzouki NK","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"computer vision syndrome,dry eye disease","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.8,0,0.1,0,0.033333
"['luo c', 'pearson p', 'xu g', 'rich sm']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision-based', 'approach', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['computer vision', 'medical entomology', 'ticks']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,1028,"Luo C,Pearson P,Xu G,Rich SM","Adane F,Alamneh YM,Desta M",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Computer vision,Medical entomology,Ticks","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.76,0,0.052632,0,0.017544
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['luo c', 'pearson p', 'xu g', 'rich sm']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision-based', 'approach', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['computer vision', 'medical entomology', 'ticks']",0,1045,"Singh U,Srivastava A,Chauhan D,Singh A","Luo C,Pearson P,Xu G,Rich SM",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Computer vision,Medical entomology,Ticks",0.84,0,0.047619,0,0.015873
"['sood s', 'singh h']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,1063,"Sood S,Singh H","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer Vision and Machine Learning based approaches for Food Security: A Review,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.875,0,0.05,0,0.016667
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['sood s', 'singh h']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer vision syndrome', 'dry eye disease']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,1065,"Abudawood GA,Ashi HM,Almarzouki NK","Sood S,Singh H","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer Vision and Machine Learning based approaches for Food Security: A Review,"computer vision syndrome,dry eye disease","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",0.740741,0,0.090909,0,0.030303
"['adane f', 'alamneh ym', 'desta m']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,1077,"Adane F,Alamneh YM,Desta M","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.833333,0,0.047619,0,0.015873
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,1081,"Singh U,Srivastava A,Chauhan D,Singh A","Adane F,Alamneh YM,Desta M",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.642857,0,0.090909,0,0.030303
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer vision syndrome', 'dry eye disease']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']",0,1085,"Abudawood GA,Ashi HM,Almarzouki NK","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"computer vision syndrome,dry eye disease","agriculture,computer vision,deep learning model,wheat disease",0.769231,0,0.086957,0,0.028986
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",1,1096,"Singh U,Srivastava A,Chauhan D,Singh A","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.769231,0,0.043478,0,0.014493
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,1100,"Abudawood GA,Ashi HM,Almarzouki NK","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"computer vision syndrome,dry eye disease","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.769231,0,0.041667,0,0.013889
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['vij r', 'arora s']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'deep', 'learning', 'techniques', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging', ':', 'survey']","['computer vision syndrome', 'dry eye disease']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']",0,1101,"Abudawood GA,Ashi HM,Almarzouki NK","Vij R,Arora S","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"computer vision syndrome,dry eye disease","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0.730769,0,0.083333,0,0.027778
