Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Authors_raw_l,Authors_raw_r,Title_raw_l,Title_raw_r,Keywords_raw_l,Keywords_raw_r,Flag,Pair of Article,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['khan aa', 'laghari aa', 'awan sa']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['machine', 'learning', 'in', 'computer', 'vision:', 'a', 'review']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['computer vision', 'feature extraction', 'machine learning', 'medical imaging', 'neural network', 'pattern recognition', 'supervised and unsupervised learning']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M","Khan AA,Laghari AA,Awan SA",A review on computer vision systems in monitoring of poultry: A welfare perspective,Machine Learning in Computer Vision: A Review,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","Computer Vision,Feature Extraction,Machine Learning,Medical Imaging,Neural Network,Pattern Recognition,Supervised and Unsupervised Learning",0,29,0.0,0.26666666666666666,0.18181818181818182,0.19757575757575757
"['khemasuwan d', 'sorensen js', 'colt hg']","['vo tt', 'ko h', 'huh jh', 'kim y']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Khemasuwan D,Sorensen JS,Colt HG","Vo TT,Ko H,Huh JH,Kim Y","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19",Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"artificial intelligent,deep learning,machine learning,pulmonary specialist","AI,Application,Artificial intelligent,Machine learning,Smart aquaculture",0,54,0.0,0.13636363636363635,0.2857142857142857,0.19740259740259739
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['vo tt', 'ko h', 'huh jh', 'kim y']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Paul A,Ghosh S,Das AK,Goswami S,Das Choudhury S,Sen S","Vo TT,Ko H,Huh JH,Kim Y",A Review on Agricultural Advancement Based on Computer Vision and Machine Learning,Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"Agriculture,Computer vision,Machine learning,Plant phenotyping","AI,Application,Artificial intelligent,Machine learning,Smart aquaculture",0,30,0.0,0.3333333333333333,0.125,0.19583333333333333
"['khemasuwan d', 'sorensen js', 'colt hg']",['tombe r'],"['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","Khemasuwan D,Sorensen JS,Colt HG",Tombe R,"Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19",Computer Vision for Smart Farming and Sustainable Agriculture,"artificial intelligent,deep learning,machine learning,pulmonary specialist","big data processing,computer vision,deep learning,drones,machine learning,remote sensing images",0,68,0.0,0.17647058823529413,0.25,0.19558823529411767
"['vinitha v', 'velantina v']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'deep learning', 'opencv']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Vinitha V,Velantina V","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",Covid-19 Facemask Detection With Deep Learning and Computer Vision,A Review on Computer Vision Technology for Physical Exercise Monitoring,"computer vision,deep learning,opencv","computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring",0,31,0.0,0.11764705882352941,0.2857142857142857,0.1899159663865546
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M","Kakani V,Nguyen H,Kumar BP,Kim H,Pasupuleti VR",A review on computer vision systems in monitoring of poultry: A welfare perspective,A critical review on computer vision and artificial intelligence in food industry,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","Artificial intelligence,Autonomous navigation,Computer vision,Sustainable food supply",0,32,0.0,0.3333333333333333,0.1111111111111111,0.18888888888888888
"['luo c', 'pearson p', 'xu g', 'rich sm']","['vij r', 'arora s']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['computer vision', 'medical entomology', 'ticks']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Luo C,Pearson P,Xu G,Rich SM","Vij R,Arora S",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Computer vision,Medical entomology,Ticks","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0,34,0.0,0.3157894736842105,0.125,0.18881578947368421
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['gazzah s', 'bencharef o']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['covid-19', 'computer vision', 'radiology']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Punia R,Kumar L,Mujahid M,Rohilla R","Gazzah S,Bencharef O",Computer vision and radiology for COVID-19 detection,A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"COVID-19,Computer Vision,Radiology","CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning",0,35,0.0,0.15789473684210525,0.25,0.1881578947368421
"['khemasuwan d', 'sorensen js', 'colt hg']","['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']","Khemasuwan D,Sorensen JS,Colt HG","Alguliyev R,Imamverdiyev Y,Sukhostat L,Bayramov R","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19",Plant disease detection based on a deep model,"artificial intelligent,deep learning,machine learning,pulmonary specialist","Deep learning,Machine learning,Plant disease identification,Plant leaves",0,33,0.0,0.05263157894736842,0.3333333333333333,0.18771929824561404
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer vision syndrome', 'dry eye disease']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","Abudawood GA,Ashi HM,Almarzouki NK","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"computer vision syndrome,dry eye disease","Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems",1,73,0.0,0.2608695652173913,0.16666666666666666,0.18768115942028984
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['bhargava a', 'bansal a']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M","Bhargava A,Bansal A",A review on computer vision systems in monitoring of poultry: A welfare perspective,Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning",0,37,0.0,0.19047619047619047,0.2222222222222222,0.1873015873015873
"['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['vij r', 'arora s']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Su WH,Zhang J,Yang C,Page R,Szinyei T,Hirsch CD,Steffenson BJ","Vij R,Arora S",Automatic evaluation of wheat resistance to fusarium head blight using dual mask-rcnn deep learning frameworks in computer vision,Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Computer vision,Deep learning,Fusarium head blight,Target recognition,Wheat spike","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0,38,0.0,0.18518518518518517,0.2222222222222222,0.18518518518518517
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['vinitha v', 'velantina v']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['computer vision', 'deep learning', 'opencv']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M","Vinitha V,Velantina V",A review on computer vision systems in monitoring of poultry: A welfare perspective,Covid-19 Facemask Detection With Deep Learning and Computer Vision,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","computer vision,deep learning,opencv",0,39,0.0,0.10526315789473684,0.2857142857142857,0.18496240601503758
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"anemia,artificial neural network,computer vision,deep learning","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0,40,0.0,0.10344827586206896,0.2857142857142857,0.18423645320197043
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['covid-19', 'computer vision', 'radiology']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Punia R,Kumar L,Mujahid M,Rohilla R","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer vision and radiology for COVID-19 detection,Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"COVID-19,Computer Vision,Radiology","agriculture,computer vision,deep learning model,wheat disease",0,41,0.0,0.25,0.16666666666666666,0.18333333333333335
